Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1633219200000,2021-10-03 00:00:00,BTCUSD,47677.0,47817.67,47667.68,47765.13,2.44960379
1633132800000,2021-10-02 00:00:00,BTCUSD,48166.36,48245.48,47643.15,47832.5,73.35407954520001
1633046400000,2021-10-01 00:00:00,BTCUSD,43830.08,44053.93,43691.07,43733.25,106.3783166783
1632960000000,2021-09-30 00:00:00,BTCUSD,41544.92,42399.01,41419.34,42335.12,94.4472528546
1632873600000,2021-09-29 00:00:00,BTCUSD,41038.99,41757.9,40764.26,41586.12,136.1594013967
1632787200000,2021-09-28 00:00:00,BTCUSD,42173.21,42457.6,41980.4,42341.14,73.9280058363
1632700800000,2021-09-27 00:00:00,BTCUSD,43191.89,43964.04,42952.48,43895.13,75.90089885479999
1632614400000,2021-09-26 00:00:00,BTCUSD,42710.82,42762.34,42351.44,42596.83,32.1567788017
1632528000000,2021-09-25 00:00:00,BTCUSD,42847.94,42966.01,42605.36,42767.69,39.3767305579
1632441600000,2021-09-24 00:00:00,BTCUSD,44897.19,45062.97,44645.6,44672.08,114.78337604110001
1632355200000,2021-09-23 00:00:00,BTCUSD,43573.83,43840.82,43137.86,43205.31,52.351745630100005
1632268800000,2021-09-22 00:00:00,BTCUSD,40715.82,41473.91,40580.64,41035.29,74.7092340223
1632182400000,2021-09-21 00:00:00,BTCUSD,43005.87,43026.05,40137.98,41651.74,839.9883482273
1632096000000,2021-09-20 00:00:00,BTCUSD,47258.42,47339.12,46810.0,46990.69,39.9108618679
1632009600000,2021-09-19 00:00:00,BTCUSD,48309.51,48437.21,47927.78,47939.11,21.4227368376
1631923200000,2021-09-18 00:00:00,BTCUSD,47285.85,47396.38,47049.68,47388.51,36.124292749
1631836800000,2021-09-17 00:00:00,BTCUSD,47762.94,47885.37,47518.41,47537.48,37.8165132297
1631750400000,2021-09-16 00:00:00,BTCUSD,48149.55,48217.77,47869.53,47914.31,25.7829125919
1631664000000,2021-09-15 00:00:00,BTCUSD,47144.08,47382.63,46963.16,47162.75,51.523039241199996
1631577600000,2021-09-14 00:00:00,BTCUSD,44959.7,45305.29,44680.38,45187.5,147.6572186692
1631491200000,2021-09-13 00:00:00,BTCUSD,46035.04,46288.3,45941.48,46036.51,35.4600621685
1631404800000,2021-09-12 00:00:00,BTCUSD,45173.15,45287.98,44787.45,44965.22,28.2655563808
1631318400000,2021-09-11 00:00:00,BTCUSD,44861.72,45249.2,44750.0,45203.49,70.6309639687
1631232000000,2021-09-10 00:00:00,BTCUSD,46387.04,46702.96,46286.14,46615.01,36.9378802814
1631145600000,2021-09-09 00:00:00,BTCUSD,46085.75,46397.99,45903.52,46360.37,38.019681425
1631059200000,2021-09-08 00:00:00,BTCUSD,46869.5,47148.43,46477.01,47061.06,109.13535299680001
1630972800000,2021-09-07 00:00:00,BTCUSD,52696.92,52802.46,52415.93,52532.46,131.0173893814
1630886400000,2021-09-06 00:00:00,BTCUSD,51800.2,51917.42,51527.86,51787.36,110.60792157709999
1630800000000,2021-09-05 00:00:00,BTCUSD,49940.05,50251.33,49829.5,50160.85,39.3754769695
1630713600000,2021-09-04 00:00:00,BTCUSD,50021.95,50156.26,49723.64,49951.14,70.5397580968
1630627200000,2021-09-03 00:00:00,BTCUSD,49287.38,49411.71,48500.0,48596.31,60.908236296400005
1630540800000,2021-09-02 00:00:00,BTCUSD,48843.71,49000.0,48608.84,48803.24,17.2213598753
1630454400000,2021-09-01 00:00:00,BTCUSD,47153.97,47323.31,46730.0,46778.36,28.2275108169
1630368000000,2021-08-31 00:00:00,BTCUSD,46999.61,47160.93,46717.24,46882.89,57.677269386599995
1630281600000,2021-08-30 00:00:00,BTCUSD,48801.29,48890.0,48366.48,48419.49,25.591479025
1630195200000,2021-08-29 00:00:00,BTCUSD,48926.11,49633.06,48759.66,49587.52,59.1812709038
1630108800000,2021-08-28 00:00:00,BTCUSD,49083.17,49300.77,48874.52,49286.57,19.2388722739
1630022400000,2021-08-27 00:00:00,BTCUSD,46877.9,47282.12,46370.16,47273.84,72.362160619
1629936000000,2021-08-26 00:00:00,BTCUSD,49010.65,49365.42,48846.66,49311.99,90.6893065127
1629849600000,2021-08-25 00:00:00,BTCUSD,47712.86,48117.64,47684.73,48019.62,63.0268885099
1629763200000,2021-08-24 00:00:00,BTCUSD,49536.71,49701.62,49015.61,49210.82,60.3935012655
1629676800000,2021-08-23 00:00:00,BTCUSD,49275.5,49481.36,49114.4,49461.12,28.668643255
1629590400000,2021-08-22 00:00:00,BTCUSD,48873.38,49050.0,48731.93,48993.83,32.8346027712
1629504000000,2021-08-21 00:00:00,BTCUSD,49328.89,49383.31,48770.99,48937.67,88.61805325469999
1629417600000,2021-08-20 00:00:00,BTCUSD,46760.73,47424.13,46649.98,47145.26,107.1674826222
1629331200000,2021-08-19 00:00:00,BTCUSD,44715.19,45076.35,44495.31,45076.35,72.6243634762
